# Temperature (K)	Pressure (MPa)	Experimental(J/mol*K)	NIST(J/mol*K)	Model(J/mol*K)
2.009399999999999977e+02	6.490000000000000213e+00	3.461999999999999744e+01	3.379780000000000229e+01	3.251634489057833122e+01
2.026100000000000136e+02	6.799999999999999822e+00	3.407999999999999829e+01	3.326809999999999690e+01	3.134718611325167359e+01
2.051200000000000045e+02	7.259999999999999787e+00	3.336999999999999744e+01	3.260669999999999646e+01	3.309606333973033543e+01
2.084699999999999989e+02	7.889999999999999680e+00	3.275000000000000000e+01	3.188530000000000086e+01	3.566084640540827877e+01
2.126999999999999886e+02	8.689999999999999503e+00	3.213000000000000256e+01	3.122800000000000153e+01	2.971164377931407685e+01
2.177800000000000011e+02	9.650000000000000355e+00	3.167000000000000171e+01	3.069180000000000064e+01	3.245917578996056108e+01
1.909600000000000080e+02	4.669999999999999929e+00	5.245000000000000284e+01	4.464370000000000260e+01	3.563246687921736111e+01
1.924900000000000091e+02	4.940000000000000391e+00	4.075999999999999801e+01	4.016299999999999670e+01	4.057696647282427449e+01
1.940900000000000034e+02	5.230000000000000426e+00	3.843999999999999773e+01	3.773720000000000141e+01	3.683276083160318848e+01
1.957100000000000080e+02	5.519999999999999574e+00	3.710999999999999943e+01	3.633970000000000056e+01	3.476841103949127643e+01
1.972800000000000011e+02	5.809999999999999609e+00	3.602000000000000313e+01	3.534049999999999869e+01	3.737125439596331944e+01
1.989099999999999966e+02	6.110000000000000320e+00	3.527000000000000313e+01	3.457889999999999731e+01	3.065266943773685426e+01
2.005600000000000023e+02	6.419999999999999929e+00	3.471000000000000085e+01	3.392730000000000246e+01	3.298789827767220117e+01
2.022199999999999989e+02	6.719999999999999751e+00	3.403000000000000114e+01	3.340840000000000032e+01	3.417110231308489432e+01
2.047199999999999989e+02	7.190000000000000391e+00	3.346999999999999886e+01	3.269700000000000273e+01	2.976000788161615418e+01
2.080900000000000034e+02	7.820000000000000284e+00	3.282999999999999829e+01	3.195499999999999829e+01	3.148001865473255023e+01
2.123300000000000125e+02	8.619999999999999218e+00	3.220000000000000284e+01	3.127629999999999910e+01	2.945068991573772621e+01
2.003400000000000034e+02	5.690000000000000391e+00	3.535000000000000142e+01	3.500019999999999953e+01	3.570531801177128273e+01
2.013400000000000034e+02	5.799999999999999822e+00	3.500000000000000000e+01	3.456340000000000146e+01	3.749334477405397337e+01
2.078499999999999943e+02	6.519999999999999574e+00	3.314999999999999858e+01	3.253419999999999845e+01	3.549407478768423374e+01
2.081699999999999875e+02	6.559999999999999609e+00	3.314000000000000057e+01	3.246739999999999782e+01	3.358803515164808573e+01
2.154000000000000057e+02	7.349999999999999645e+00	3.173000000000000043e+01	3.124220000000000041e+01	3.682541713269359462e+01
2.229399999999999977e+02	8.160000000000000142e+00	3.105000000000000071e+01	3.049510000000000076e+01	3.386069067322878823e+01
2.229900000000000091e+02	8.169999999999999929e+00	3.105999999999999872e+01	3.049269999999999925e+01	3.566895610515248194e+01
2.303700000000000045e+02	8.960000000000000853e+00	3.069999999999999929e+01	3.002319999999999922e+01	3.478478369127963532e+01
2.304499999999999886e+02	8.970000000000000639e+00	3.044999999999999929e+01	3.001930000000000121e+01	3.542306873150329238e+01
2.375300000000000011e+02	9.720000000000000639e+00	3.042000000000000171e+01	2.970850000000000080e+01	3.543265468956271746e+01
2.381299999999999955e+02	9.789999999999999147e+00	3.019999999999999929e+01	2.968799999999999883e+01	3.391511815494923354e+01
2.447299999999999898e+02	1.049000000000000021e+01	3.005000000000000071e+01	2.948939999999999984e+01	3.677069278150641907e+01
2.454799999999999898e+02	1.057000000000000028e+01	3.007999999999999829e+01	2.947100000000000009e+01	3.395279904994796283e+01
2.528100000000000023e+02	1.133999999999999986e+01	3.007000000000000028e+01	2.932920000000000016e+01	3.465723578606148436e+01
2.663500000000000227e+02	1.276999999999999957e+01	2.978999999999999915e+01	2.922569999999999979e+01	3.611087112037559166e+01
1.957800000000000011e+02	5.389999999999999680e+00	3.932999999999999829e+01	3.782880000000000109e+01	3.406529834754773844e+01
1.980900000000000034e+02	5.730000000000000426e+00	3.700000000000000000e+01	3.623129999999999740e+01	3.290238181315842780e+01
1.984300000000000068e+02	5.780000000000000249e+00	3.692000000000000171e+01	3.606419999999999959e+01	3.537490534157937816e+01
2.025999999999999943e+02	6.400000000000000355e+00	3.482000000000000028e+01	3.437899999999999778e+01	3.400097075530702995e+01
2.031399999999999864e+02	6.490000000000000213e+00	4.403000000000000114e+01	3.416760000000000019e+01	3.828612912713499838e+01
2.033799999999999955e+02	6.519999999999999574e+00	3.478999999999999915e+01	3.409389999999999787e+01	3.477601911381876931e+01
2.037299999999999898e+02	6.570000000000000284e+00	3.438000000000000256e+01	3.397610000000000241e+01	3.182827731080734779e+01
2.086999999999999886e+02	7.320000000000000284e+00	3.307999999999999829e+01	3.251010000000000133e+01	3.309752882284831799e+01
2.090600000000000023e+02	7.370000000000000107e+00	3.345000000000000284e+01	3.242819999999999681e+01	3.501996865901489286e+01
2.095300000000000011e+02	7.440000000000000391e+00	3.288000000000000256e+01	3.232169999999999987e+01	3.119628582269253769e+01
2.098499999999999943e+02	7.490000000000000213e+00	3.302000000000000313e+01	3.225030000000000285e+01	3.165992411458414679e+01
2.140399999999999920e+02	8.119999999999999218e+00	3.247999999999999687e+01	3.149899999999999878e+01	3.341313805128498871e+01
2.164699999999999989e+02	8.480000000000000426e+00	3.175000000000000000e+01	3.117719999999999914e+01	3.081981659507183480e+01
2.168100000000000023e+02	8.539999999999999147e+00	3.218999999999999773e+01	3.113449999999999918e+01	3.446041035981750866e+01
2.234000000000000057e+02	9.529999999999999361e+00	3.132000000000000028e+01	3.052720000000000056e+01	3.047189134586941961e+01
2.307899999999999920e+02	1.064000000000000057e+01	3.042999999999999972e+01	3.009290000000000020e+01	3.470940193313725075e+01
2.377599999999999909e+02	1.167999999999999972e+01	3.000000000000000000e+01	2.981850000000000023e+01	3.226051909982786015e+01
2.446399999999999864e+02	1.272000000000000064e+01	2.985999999999999943e+01	2.963230000000000075e+01	3.333876929060576089e+01
2.514900000000000091e+02	1.375000000000000000e+01	2.964999999999999858e+01	2.951109999999999900e+01	3.178335938663382620e+01
2.593999999999999773e+02	1.492999999999999972e+01	2.962999999999999901e+01	2.943590000000000018e+01	3.539323578204128751e+01
2.661499999999999773e+02	1.593999999999999950e+01	2.955999999999999872e+01	2.941920000000000002e+01	3.443653094154773697e+01
2.825199999999999818e+02	1.837999999999999901e+01	2.992000000000000171e+01	2.953049999999999997e+01	3.614533158451485662e+01
2.891499999999999773e+02	1.937000000000000099e+01	2.996000000000000085e+01	2.962829999999999941e+01	3.666615999268110926e+01
2.958199999999999932e+02	2.035999999999999943e+01	3.017000000000000171e+01	2.975300000000000011e+01	4.018795454568701331e+01
1.956299999999999955e+02	5.530000000000000249e+00	3.715999999999999659e+01	3.612060000000000315e+01	3.362234586377877577e+01
1.965800000000000125e+02	5.709999999999999964e+00	3.617999999999999972e+01	3.549689999999999657e+01	3.115708849034280092e+01
2.039199999999999875e+02	7.059999999999999609e+00	3.321999999999999886e+01	3.286099999999999710e+01	3.072924899629135709e+01
2.113700000000000045e+02	8.460000000000000853e+00	3.191000000000000014e+01	3.139219999999999899e+01	3.328390675985703240e+01
2.156299999999999955e+02	9.259999999999999787e+00	3.114999999999999858e+01	3.088540000000000063e+01	3.122425123270168967e+01
2.187899999999999920e+02	9.859999999999999432e+00	3.092000000000000171e+01	3.060119999999999862e+01	3.313042419080069578e+01
2.236500000000000057e+02	1.077999999999999936e+01	3.060999999999999943e+01	3.027049999999999841e+01	3.047396992429774087e+01
2.261899999999999977e+02	1.126999999999999957e+01	3.035000000000000142e+01	3.013260000000000005e+01	3.097599477250137312e+01
2.316800000000000068e+02	1.231000000000000050e+01	3.016000000000000014e+01	2.989999999999999858e+01	3.198604806204849282e+01
2.335699999999999932e+02	1.266999999999999993e+01	3.012999999999999901e+01	2.983520000000000039e+01	3.061140989715832461e+01
2.396200000000000045e+02	1.383000000000000007e+01	3.003999999999999915e+01	2.966959999999999908e+01	3.047400023894073229e+01
2.049199999999999875e+02	1.408000000000000007e+01	2.964999999999999858e+01	2.970260000000000034e+01	2.673419636482244144e+01
2.487299999999999898e+02	1.558000000000000007e+01	2.960000000000000142e+01	2.951679999999999993e+01	3.390538779803829783e+01
2.574499999999999886e+02	1.725000000000000000e+01	2.953000000000000114e+01	2.945579999999999998e+01	3.257147665306379025e+01
2.669599999999999795e+02	1.905999999999999872e+01	2.962999999999999901e+01	2.946620000000000061e+01	3.354849231917645369e+01
2.765299999999999727e+02	2.089000000000000057e+01	2.969999999999999929e+01	2.954570000000000007e+01	3.454142143533086795e+01
2.963600000000000136e+02	2.466000000000000014e+01	3.010000000000000142e+01	2.989229999999999876e+01	3.695337585864900376e+01
2.047500000000000000e+02	7.769999999999999574e+00	3.239000000000000057e+01	3.172840000000000060e+01	3.053112420916319536e+01
2.120200000000000102e+02	9.390000000000000568e+00	3.148000000000000043e+01	3.079230000000000089e+01	2.813868550848915717e+01
2.192599999999999909e+02	1.101999999999999957e+01	3.087000000000000099e+01	3.024279999999999902e+01	3.038086142325731842e+01
2.265200000000000102e+02	1.266999999999999993e+01	3.048000000000000043e+01	2.989639999999999986e+01	3.177509280650494006e+01
2.340699999999999932e+02	1.439000000000000057e+01	3.016000000000000014e+01	2.966679999999999851e+01	2.901359045675311776e+01
2.412500000000000000e+02	1.603000000000000114e+01	2.998000000000000043e+01	2.953180000000000049e+01	2.981490675774771049e+01
2.483899999999999864e+02	1.766000000000000014e+01	2.996000000000000085e+01	2.945870000000000033e+01	3.183874336223961521e+01
2.625699999999999932e+02	2.089999999999999858e+01	2.992000000000000171e+01	2.945380000000000109e+01	3.383236899807394593e+01
2.767799999999999727e+02	2.414000000000000057e+01	3.030999999999999872e+01	2.959789999999999921e+01	3.654060604421911762e+01
2.769399999999999977e+02	2.417999999999999972e+01	3.010999999999999943e+01	2.960030000000000072e+01	3.405946546905229155e+01
2.837799999999999727e+02	2.573000000000000043e+01	3.014999999999999858e+01	2.971430000000000149e+01	3.699095565703238719e+01
2.905899999999999750e+02	2.728000000000000114e+01	3.037999999999999901e+01	2.985290000000000177e+01	3.415355125285649507e+01
2.974300000000000068e+02	2.882000000000000028e+01	3.069000000000000128e+01	3.001490000000000080e+01	3.555911898774598967e+01
1.915399999999999920e+02	5.219999999999999751e+00	3.403999999999999915e+01	3.326290000000000191e+01	4.172405628455860693e+01
1.950399999999999920e+02	6.120000000000000107e+00	3.277000000000000313e+01	3.237489999999999668e+01	3.369615764068327479e+01
1.986399999999999864e+02	7.059999999999999609e+00	3.200000000000000000e+01	3.168599999999999994e+01	3.107093169160222246e+01
2.003199999999999932e+02	7.500000000000000000e+00	3.185999999999999943e+01	3.142839999999999989e+01	3.039377129334894079e+01
2.058199999999999932e+02	8.960000000000000853e+00	3.117000000000000171e+01	3.077240000000000109e+01	2.894339249095364508e+01
2.087299999999999898e+02	9.740000000000000213e+00	3.094000000000000128e+01	3.051569999999999894e+01	2.901841422250118541e+01
2.129499999999999886e+02	1.086999999999999922e+01	3.058999999999999986e+01	3.022409999999999997e+01	2.996136659600749397e+01
2.170999999999999943e+02	1.199000000000000021e+01	3.028999999999999915e+01	3.000309999999999988e+01	2.855909182582413308e+01
2.200699999999999932e+02	1.278999999999999915e+01	3.014999999999999858e+01	2.987699999999999889e+01	2.782042815926608270e+01
2.253899999999999864e+02	1.424000000000000021e+01	3.003000000000000114e+01	2.969960000000000022e+01	2.874542777367484803e+01
2.271699999999999875e+02	1.472000000000000064e+01	3.007000000000000028e+01	2.965289999999999893e+01	3.051454182628705780e+01
2.342899999999999920e+02	1.666000000000000014e+01	2.982999999999999829e+01	2.951259999999999906e+01	2.993633317547673656e+01
2.344199999999999875e+02	1.669000000000000128e+01	2.980000000000000071e+01	2.951099999999999923e+01	2.996886902303555900e+01
2.413700000000000045e+02	1.858999999999999986e+01	2.964999999999999858e+01	2.943570000000000064e+01	3.178504652652053508e+01
2.424900000000000091e+02	1.889999999999999858e+01	2.958999999999999986e+01	2.942820000000000036e+01	2.961244359439335838e+01
2.482899999999999920e+02	2.048000000000000043e+01	2.948000000000000043e+01	2.940840000000000032e+01	3.172161707585729573e+01
2.551999999999999886e+02	2.235999999999999943e+01	2.950000000000000000e+01	2.942109999999999914e+01	3.144521734968988369e+01
2.621399999999999864e+02	2.425000000000000000e+01	2.966000000000000014e+01	2.946880000000000166e+01	3.231865772676163573e+01
2.655400000000000205e+02	2.517999999999999972e+01	2.967999999999999972e+01	2.950369999999999848e+01	3.030278738017980800e+01
2.695400000000000205e+02	2.626999999999999957e+01	2.969000000000000128e+01	2.955379999999999896e+01	3.254943049466525196e+01
2.735000000000000000e+02	2.733999999999999986e+01	2.989000000000000057e+01	2.961240000000000094e+01	3.198820634068209756e+01
2.774900000000000091e+02	2.842000000000000171e+01	2.987999999999999901e+01	2.968019999999999925e+01	3.562426473003647942e+01
2.814399999999999977e+02	2.948999999999999844e+01	3.005999999999999872e+01	2.975540000000000163e+01	3.394279875364982502e+01
