# Temperature (K)	Pressure (MPa)	Experimental(m3/kg)	NIST(m3/kg)	Model(m3/kg)
1.500000000000000000e+02	1.026000000000000023e+00	6.234413965087279991e-02	6.231020000000000308e-02	-6.012822831049999261e-02
1.550000000000000000e+02	1.074400000000000022e+00	6.234413965087279991e-02	6.233299999999999952e-02	-4.964552991454902753e-02
1.600000000000000000e+02	1.122200000000000086e+00	6.234413965087279991e-02	6.235109999999999958e-02	-3.916283151859809020e-02
1.650000000000000000e+02	1.169599999999999973e+00	6.234413965087279991e-02	6.236330000000000345e-02	-2.868013312264712511e-02
1.700000000000000000e+02	1.216499999999999915e+00	6.234413965087279991e-02	6.238239999999999758e-02	-1.819743472669615655e-02
1.750000000000000000e+02	1.263200000000000101e+00	6.234413965087279991e-02	6.239349999999999757e-02	-7.714736330745204478e-03
1.800000000000000000e+02	1.309600000000000097e+00	6.234413965087279991e-02	6.240559999999999857e-02	2.767962065205753670e-03
1.850000000000000000e+02	1.355900000000000105e+00	6.234413965087279991e-02	6.240980000000000139e-02	1.325066046115670922e-02
1.900000000000000000e+02	1.401999999999999913e+00	6.234413965087279991e-02	6.241359999999999963e-02	2.373335885710767951e-02
1.950000000000000000e+02	1.447899999999999965e+00	6.234413965087279991e-02	6.241800000000000126e-02	3.421605725305863072e-02
2.000000000000000000e+02	1.493700000000000028e+00	6.234413965087279991e-02	6.241929999999999701e-02	4.469875564900957499e-02
2.050000000000000000e+02	1.539400000000000102e+00	6.234413965087279991e-02	6.241859999999999770e-02	5.518145404496054701e-02
2.100000000000000000e+02	1.585099999999999953e+00	6.234413965087279991e-02	6.241239999999999982e-02	6.566415244091151904e-02
2.150000000000000000e+02	1.630600000000000049e+00	6.234413965087279991e-02	6.241000000000000020e-02	7.614685083686245637e-02
2.200000000000000000e+02	1.676099999999999923e+00	6.234413965087279991e-02	6.240359999999999657e-02	9.890377544995115899e-02
2.250000000000000000e+02	1.721500000000000030e+00	6.234413965087279991e-02	6.239770000000000039e-02	1.090800568962987382e-01
2.300000000000000000e+02	1.766799999999999926e+00	6.234413965087279991e-02	6.239270000000000232e-02	1.192563383426462342e-01
2.350000000000000000e+02	1.812000000000000055e+00	6.234413965087279991e-02	6.238869999999999832e-02	1.294326197889937857e-01
2.400000000000000000e+02	1.857199999999999962e+00	6.234413965087279991e-02	6.238219999999999876e-02	1.396089012353413927e-01
2.450000000000000000e+02	1.902300000000000102e+00	6.234413965087279991e-02	6.237729999999999664e-02	1.497851826816889165e-01
2.500000000000000000e+02	1.947400000000000020e+00	6.234413965087279991e-02	6.237039999999999945e-02	1.599614641280364957e-01
2.550000000000000000e+02	1.992399999999999949e+00	6.234413965087279991e-02	6.236540000000000139e-02	1.701377455743838807e-01
2.600000000000000000e+02	2.037300000000000111e+00	6.234413965087279991e-02	6.236200000000000077e-02	1.803140270207316542e-01
2.650000000000000000e+02	2.082199999999999829e+00	6.234413965087279991e-02	6.235729999999999745e-02	1.904903084670790392e-01
2.700000000000000000e+02	2.127099999999999991e+00	6.234413965087279991e-02	6.235129999999999839e-02	2.006665899134267295e-01
1.700000000000000000e+02	2.061599999999999877e+00	3.117206982543639995e-02	3.129640000000000200e-02	-2.859039013524369410e-03
1.750000000000000000e+02	2.166300000000000114e+00	3.117206982543639995e-02	3.130129999999999718e-02	7.317242432823187724e-03
