# Temperature (K)	Pressure (MPa)	Experimental(m/s)	NIST(m/s)	Model(m/s)
2.981499999999999773e+02	2.379999999999999893e+00	4.419300000000000068e+02	4.420120000000000005e+02	4.227993080579373100e+02
1.930500000000000114e+02	7.800000000000000266e-01	3.531999999999999886e+02	3.532590000000000146e+02	5.960469728946612804e+02
1.930500000000000114e+02	1.560000000000000053e+00	3.406399999999999864e+02	3.407180000000000177e+02	5.451558557958933307e+02
1.930500000000000114e+02	2.240000000000000213e+00	3.286899999999999977e+02	3.288199999999999932e+02	5.009532517781753995e+02
1.930500000000000114e+02	2.819999999999999840e+00	3.177099999999999795e+02	3.177429999999999950e+02	4.643832824701443087e+02
1.930500000000000114e+02	3.310000000000000053e+00	3.075199999999999818e+02	3.074820000000000277e+02	4.328915400875115438e+02
1.930500000000000114e+02	3.700000000000000178e+00	2.982699999999999818e+02	2.984719999999999800e+02	4.076819001268061697e+02
1.930500000000000114e+02	4.030000000000000249e+00	2.899200000000000159e+02	2.899460000000000264e+02	3.877226968615723308e+02
1.930500000000000114e+02	4.280000000000000249e+00	2.823899999999999864e+02	2.825749999999999886e+02	3.726440597319535755e+02
1.930500000000000114e+02	4.480000000000000426e+00	2.756499999999999773e+02	2.756630000000000109e+02	3.590473162532764491e+02
1.908499999999999943e+02	4.530000000000000249e+00	2.561200000000000045e+02	2.568170000000000073e+02	3.578863900287428237e+02
1.906299999999999955e+02	4.509999999999999787e+00	2.552400000000000091e+02	2.560539999999999736e+02	3.593846671562351958e+02
1.905600000000000023e+02	4.509999999999999787e+00	2.549600000000000080e+02	2.551419999999999959e+02	3.592240576157001897e+02
1.905000000000000000e+02	7.700000000000000178e-01	3.505199999999999818e+02	3.505559999999999832e+02	5.980979562535565037e+02
1.905000000000000000e+02	1.540000000000000036e+00	3.376000000000000227e+02	3.375799999999999841e+02	5.474460664482116954e+02
1.905000000000000000e+02	2.200000000000000178e+00	3.252699999999999818e+02	3.253670000000000186e+02	5.050307599174444704e+02
1.905000000000000000e+02	2.759999999999999787e+00	3.138799999999999955e+02	3.139270000000000209e+02	4.686300188612063948e+02
1.905000000000000000e+02	3.229999999999999982e+00	3.032200000000000273e+02	3.032320000000000277e+02	4.399810831572638108e+02
1.905000000000000000e+02	3.600000000000000089e+00	2.935500000000000114e+02	2.937280000000000086e+02	4.176817945078969387e+02
1.905000000000000000e+02	3.899999999999999911e+00	2.846700000000000159e+02	2.848349999999999795e+02	3.973473437399891282e+02
1.905000000000000000e+02	4.129999999999999893e+00	2.765199999999999818e+02	2.766879999999999882e+02	3.834407850727334335e+02
1.905000000000000000e+02	4.299999999999999822e+00	2.690000000000000000e+02	2.691630000000000109e+02	3.721874104468012092e+02
1.905000000000000000e+02	4.419999999999999929e+00	2.617200000000000273e+02	2.621299999999999955e+02	3.650491521359283524e+02
1.905000000000000000e+02	4.500000000000000000e+00	2.546999999999999886e+02	2.554089999999999918e+02	3.597905551246248024e+02
1.904300000000000068e+02	4.490000000000000213e+00	2.544199999999999875e+02	2.555449999999999875e+02	3.603124899238218291e+02
1.904300000000000068e+02	4.540000000000000036e+00	2.461100000000000136e+02	2.487510000000000048e+02	3.575310717101234559e+02
1.902500000000000000e+02	4.290000000000000036e+00	2.683199999999999932e+02	2.681000000000000227e+02	3.726655162994778721e+02
1.902500000000000000e+02	4.400000000000000355e+00	2.609100000000000250e+02	2.613550000000000182e+02	3.659821324694798932e+02
1.902500000000000000e+02	4.480000000000000426e+00	2.536599999999999966e+02	2.542040000000000077e+02	3.611946163840188433e+02
1.902500000000000000e+02	4.519999999999999574e+00	2.449600000000000080e+02	2.483429999999999893e+02	3.590237181454669440e+02
1.896500000000000057e+02	3.859999999999999876e+00	2.828600000000000136e+02	2.829730000000000132e+02	4.006160985733134225e+02
1.896500000000000057e+02	4.080000000000000071e+00	2.745000000000000000e+02	2.746429999999999723e+02	3.868027027608766275e+02
1.896500000000000057e+02	4.250000000000000000e+00	2.666899999999999977e+02	2.663290000000000077e+02	3.756312839687942642e+02
1.896500000000000057e+02	4.360000000000000320e+00	2.589100000000000250e+02	2.588000000000000114e+02	3.688704433512718310e+02
1.896500000000000057e+02	4.419999999999999929e+00	2.510200000000000102e+02	2.526659999999999968e+02	3.652922667026098225e+02
1.896500000000000057e+02	4.459999999999999964e+00	2.405399999999999920e+02	2.455889999999999986e+02	3.627247737585355480e+02
1.881500000000000057e+02	7.600000000000000089e-01	3.480199999999999818e+02	3.480509999999999877e+02	6.011965054569625408e+02
1.881500000000000057e+02	1.510000000000000009e+00	3.347500000000000000e+02	3.348570000000000277e+02	5.511407020194892539e+02
1.881500000000000057e+02	2.160000000000000142e+00	3.220799999999999841e+02	3.221949999999999932e+02	5.096012147096312219e+02
1.881500000000000057e+02	2.709999999999999964e+00	3.103000000000000114e+02	3.102189999999999941e+02	4.739813239784749044e+02
1.881500000000000057e+02	3.149999999999999911e+00	2.992300000000000182e+02	2.993790000000000191e+02	4.479900189179989525e+02
1.881500000000000057e+02	3.509999999999999787e+00	2.890799999999999841e+02	2.891259999999999764e+02	4.250635414386173352e+02
1.881500000000000057e+02	3.790000000000000036e+00	2.796499999999999773e+02	2.795659999999999741e+02	4.072079928869040373e+02
1.881500000000000057e+02	3.990000000000000213e+00	2.708700000000000045e+02	2.709940000000000282e+02	3.946268571898524442e+02
1.881500000000000057e+02	4.139999999999999680e+00	2.623899999999999864e+02	2.623399999999999750e+02	3.852596780920471815e+02
1.881500000000000057e+02	4.230000000000000426e+00	2.534499999999999886e+02	2.546570000000000107e+02	3.792267097546281889e+02
1.831500000000000057e+02	7.399999999999999911e-01	3.426299999999999955e+02	3.426170000000000186e+02	6.059348588075349653e+02
1.831500000000000057e+02	1.459999999999999964e+00	3.286100000000000136e+02	3.286990000000000123e+02	5.575946483573403611e+02
1.831500000000000057e+02	2.080000000000000071e+00	3.151000000000000227e+02	3.151650000000000205e+02	5.178990483886558422e+02
1.831500000000000057e+02	2.589999999999999858e+00	3.024100000000000250e+02	3.023740000000000236e+02	4.846525632194635023e+02
1.831500000000000057e+02	2.990000000000000213e+00	2.903999999999999773e+02	2.905570000000000164e+02	4.605460460459495380e+02
1.831500000000000057e+02	3.310000000000000053e+00	2.791499999999999773e+02	2.789069999999999823e+02	4.409554984496971883e+02
1.831500000000000057e+02	3.540000000000000036e+00	2.683899999999999864e+02	2.678199999999999932e+02	4.262109536341883995e+02
1.731500000000000057e+02	6.899999999999999467e-01	3.315199999999999818e+02	3.315919999999999845e+02	6.161285269446789243e+02
1.731500000000000057e+02	1.360000000000000098e+00	3.158199999999999932e+02	3.158369999999999891e+02	5.731645995539121259e+02
1.731500000000000057e+02	1.909999999999999920e+00	3.004200000000000159e+02	3.005070000000000050e+02	5.388487569235160208e+02
1.731500000000000057e+02	2.339999999999999858e+00	2.857200000000000273e+02	2.856560000000000059e+02	5.091141311903098767e+02
1.631500000000000057e+02	6.500000000000000222e-01	3.198999999999999773e+02	3.198349999999999795e+02	6.281291339528204389e+02
1.631500000000000057e+02	1.260000000000000009e+00	3.022200000000000273e+02	3.020810000000000173e+02	5.874096058734189683e+02
1.631500000000000057e+02	1.739999999999999991e+00	2.846200000000000045e+02	2.842169999999999845e+02	5.573135994308919408e+02
1.531500000000000057e+02	5.999999999999999778e-01	3.077400000000000091e+02	3.077459999999999809e+02	6.355002862547767108e+02
